CustomerID,Recency,Frequency,Monetary
13103,40,8,243.94
13104,4,20,1098.48
13106,134,1,76.5
13107,45,58,1531.6200000000003
13108,373,10,350.05999999999995
13109,60,47,786.5400000000001
13110,32,145,1488.6700000000012
13113,1,200,12245.960000000003
13115,12,120,2294.7800000000007
13116,139,30,501.14000000000004
13117,22,76,984.9099999999996
13118,20,79,1197.8099999999995
13120,239,1,30.599999999999998
13121,270,50,283.7299999999999
13122,95,55,922.3900000000002
13124,90,235,3866.3299999999977
13126,5,140,2099.6399999999994
13127,78,15,259.16999999999996
13130,95,2,64.0
13131,24,44,1073.2999999999997
13132,262,3,77.3
13133,274,7,109.80000000000001
13134,86,98,1793.58
13135,197,1,3096.0
13136,57,127,2607.6099999999997
13137,11,704,3650.409999999999
13138,23,63,962.3900000000001
13139,17,170,5064.940000000003
13140,109,46,423.71999999999997
13141,85,135,2388.7499999999995
13142,20,23,307.0899999999999
13144,333,3,110.94999999999999
13145,40,6,618.52
13146,27,17,228.91
13147,11,4,712.8000000000001
13148,30,319,3707.120000000001
13149,15,86,1676.0599999999997
13151,296,74,1257.8700000000003
13153,6,15,486.22
13155,34,85,971.76
13157,50,87,1741.2199999999991
13158,95,79,1201.0600000000004
13159,9,121,1437.8500000000006
13160,23,4,91.8
13161,314,8,112.75
13162,123,79,1688.2899999999995
13165,47,42,1021.4799999999999
13166,284,41,417.19999999999993
13167,19,65,791.3300000000002
13168,37,131,1319.19
13169,64,13,712.88
13170,27,32,116.01000000000002
13171,22,46,468.4099999999999
13173,5,43,353.65000000000003
13174,17,314,2817.0300000000007
13176,47,72,492.8400000000001
13177,65,17,282.45
13178,27,265,5725.470000000003
13182,46,11,121.17999999999999
13183,8,94,3957.7800000000016
13184,15,181,1701.2900000000009
13185,268,1,71.4
13186,40,79,1575.8900000000003
13187,338,37,236.01999999999995
13188,12,2,114.60000000000001
13189,19,29,260.68
13192,96,63,911.9400000000002
13193,62,29,117.88000000000001
13194,136,3,60.7
13196,12,110,1797.78
13198,11,226,3401.239999999997
13199,4,119,9817.120000000003
13200,20,46,870.09
13203,10,57,869.4599999999999
13207,16,8,250.26000000000002
13208,59,149,1223.8999999999999
13209,31,321,5891.609999999999
13210,94,22,353.47999999999996
13211,11,56,1197.4199999999998
13212,20,142,788.0799999999998
13213,57,90,1520.5800000000004
13216,268,5,333.74
13217,123,4,533.98
13218,128,5,62.64
13220,79,21,819.29
13221,241,66,847.4100000000001
13223,201,5,163.20000000000002
13224,61,108,2155.9499999999994
13225,4,32,6463.840000000002
13226,274,16,108.21000000000001
13227,202,9,257.7
13228,82,2,358.0
13229,226,10,160.95
13230,5,611,2806.9700000000007
13232,13,207,1357.6000000000015
13233,75,43,605.1200000000001
13235,213,58,1031.0699999999997
13236,25,36,744.8500000000003
13238,18,31,700.7300000000001
13239,262,21,329.56
13240,97,67,663.6500000000001
13242,113,13,270.40000000000003
13243,204,58,600.07
13244,93,27,121.74000000000001
13245,51,16,430.5
13246,19,141,1987.3000000000009
13247,18,25,501.12
13248,125,26,465.6799999999999
13249,93,23,711.41
13253,157,36,1030.3999999999999
13255,10,13,399.51
13258,12,38,698.5799999999999
13259,62,87,292.3199999999999
13260,62,8,557.6200000000001
13261,269,9,944.1
13262,264,11,200.29000000000002
13263,2,1677,7454.069999999956
13265,54,91,2107.6600000000008
13266,12,187,3834.26
13267,3,211,4521.490000000001
13268,18,440,3214.6899999999996
13269,2,316,5346.23
13270,367,1,590.0
13271,38,96,217.3799999999999
13272,32,15,276.56000000000006
13273,114,16,138.97999999999996
13276,64,30,590.93
13277,16,8,258.4
13278,41,46,542.73
13279,79,9,137.75
13280,123,85,814.8600000000001
13282,19,37,1132.1399999999999
13283,60,7,93.66
13284,331,13,201.19
13285,24,187,2709.1200000000003
13291,156,42,361.10999999999996
13292,39,31,578.9399999999999
13294,190,54,873.7399999999998
13295,360,10,201.2
13296,138,5,87.4
13297,8,59,2089.8500000000004
13298,2,2,360.0
13299,269,5,142.5
13300,170,20,371.89000000000004
13301,104,81,618.0899999999998
13302,156,1,63.75
13304,352,21,300.4199999999999
13305,5,81,2000.8599999999992
13307,121,1,15.0
13308,23,54,1385.51
13309,8,107,1456.7899999999993
13310,29,72,1132.0300000000002
13311,5,26,598.57
13313,23,78,1555.3199999999993
13314,2,62,775.9400000000002
13316,38,87,5977.730000000001
13317,67,124,2273.679999999999
13318,2,20,640.76
13319,6,476,10845.549999999988
13320,79,106,1548.7000000000003
13321,73,11,567.36
13322,18,25,199.48
13323,4,21,787.85
13324,37,75,7121.949999999994
13325,82,12,675.3
13327,39,108,3627.769999999998
13328,317,17,1308.48
13329,32,17,789.0
13330,93,53,1140.9299999999996
13332,15,21,350.9
13334,83,268,3536.819999999998
13336,78,51,795.12
13338,158,19,487.02
13339,201,54,860.1200000000002
13340,46,134,10736.47999999999
13341,261,42,775.8499999999999
13343,178,19,353.43
13344,68,119,2543.720000000002
13345,288,20,389.50000000000006
13347,71,8,341.36
13348,65,14,233.76
13349,11,16,247.31999999999996
13350,17,40,979.1199999999999
13351,67,16,373.94
13352,61,24,397.9800000000001
13354,72,51,743.5300000000003
13355,123,32,674.7
13356,81,42,768.2400000000001
13357,258,90,609.9500000000002
13358,269,29,439.03000000000003
13359,64,23,439.55999999999995
13362,10,166,3090.7399999999984
13363,18,60,992.5000000000002
13364,72,10,134.96
13365,34,128,2225.3700000000013
13366,51,1,56.160000000000004
13368,257,29,623.4
13369,366,14,308.28000000000003
13370,372,39,754.8700000000003
13372,90,23,378.64
13373,61,158,3312.2500000000005
13375,89,37,778.6499999999997
13376,100,53,1019.7600000000003
13379,27,97,572.5599999999997
13381,32,172,3639.3100000000004
13382,281,15,222.99
13384,31,152,4151.929999999999
13385,330,35,534.5700000000002
13388,132,35,677.1000000000001
13389,12,51,797.96
13390,75,13,544.0799999999999
13391,204,1,59.8
13394,2,155,2520.0199999999995
13395,186,21,307.72
13396,30,43,1360.9899999999998
13397,73,38,1544.1299999999997
13398,193,26,457.3400000000001
13402,128,39,621.2300000000002
13403,18,3,75.0
13404,2,11,252.48999999999998
13405,75,27,572.4509999999999
13408,2,478,28117.039999999983
13410,25,28,1003.0600000000001
13411,108,18,213.55000000000004
13414,134,24,1390.5
13416,44,19,712.5000000000001
13417,5,28,640.83
13418,12,304,6127.429999999998
13419,64,16,221.05999999999995
13420,150,8,159.85
13421,41,104,1851.0799999999995
13422,65,127,2626.3000000000006
13425,109,78,1624.2099999999998
13426,1,157,3641.3199999999974
13427,20,29,582.6
13428,11,74,218.46999999999994
13429,11,67,1006.8000000000001
13430,19,49,679.45
13431,68,46,1269.0999999999995
13434,75,10,534.24
13435,6,101,3809.89
13436,2,12,196.88999999999996
13437,15,167,3408.0599999999995
13439,256,54,283.71
13441,92,13,296.64000000000004
13447,24,59,1129.14
13448,17,195,3539.370000000002
13449,24,19,291.88
13450,27,71,2043.7200000000003
13451,27,443,2976.149999999999
13452,260,2,590.0
13453,166,17,356.98
13455,25,46,1058.34
13456,18,63,1766.7199999999998
13458,8,382,9646.570000000002
13460,30,17,183.44
13461,39,27,1445.0000000000002
13462,253,9,151.5
13464,59,41,674.6800000000002
13466,185,17,307.90000000000003
13467,11,99,1083.71
13468,2,302,5704.970000000001
13470,100,10,165.0
13471,2,260,2531.579999999998
13473,61,21,422.64
13474,237,64,229.58999999999997
13475,192,86,1431.7800000000009
13476,179,58,1238.4699999999998
13477,38,79,1454.579999999999
13479,201,15,300.95
13481,46,109,1804.5599999999993
13482,233,11,184.64
13483,66,10,140.34000000000003
13484,242,8,313.79999999999995
13485,234,23,454.24
13486,79,69,1122.4099999999999
13487,58,34,575.4000000000001
13488,18,422,8968.309999999996
13489,106,14,449.52
13491,52,86,1215.82
13494,312,18,316.26
13495,8,48,2044.8699999999997
13496,11,35,653.3299999999999
13497,283,19,348.04999999999995
13499,18,42,1159.11
13500,24,65,1166.7700000000002
13502,17,18,292.0
13503,72,17,216.84999999999997
13504,65,22,295.93
13506,317,26,458.52000000000004
13507,4,162,2479.159999999999
13508,244,12,110.97
13509,9,44,979.7200000000001
13510,2,115,1791.5599999999984
13512,261,15,251.20999999999998
13513,127,10,205.09999999999997
13514,74,4,152.20000000000002
13515,73,59,891.1200000000002
13516,22,44,1389.4100000000003
13517,60,141,2128.42
13518,86,38,659.4399999999998
13519,79,8,122.75
13521,2,436,1093.6500000000003
13522,31,5,125.80000000000001
13523,34,172,3964.8800000000006
13524,41,27,680.1800000000001
13525,15,6,628.78
13527,34,223,2287.5100000000007
13529,79,15,307.76
13531,206,22,483.8000000000001
13532,34,66,210.30999999999983
13533,183,76,270.79000000000013
13534,3,296,5870.080000000015
13536,2,179,3448.2899999999986
13538,44,25,1280.85
13539,86,37,631.3400000000001
13544,40,87,291.4099999999999
13546,13,98,626.9899999999999
13548,97,124,682.41
13549,26,51,918.1999999999998
13551,320,4,91.80000000000001
13552,67,109,3740.070000000001
13555,74,136,4149.2800000000025
13557,29,34,584.0600000000001
13558,6,175,605.0599999999998
13560,8,33,174.37000000000003
13561,216,14,141.86
13562,82,82,1799.3299999999988
13563,85,49,777.5300000000001
13564,145,83,1749.0200000000004
13565,20,38,240.22000000000006
13566,41,176,874.7099999999997
13568,174,44,192.85000000000005
13569,18,85,373.74999999999994
13570,244,27,239.49000000000004
13571,13,341,2092.32
13572,206,33,1384.25
13573,51,26,294.4
13575,24,46,732.0699999999997
13576,11,126,6717.340000000001
13577,26,83,1687.5999999999988
13579,15,23,467.03999999999996
13581,310,10,117.99999999999999
13583,156,53,781.0300000000002
13584,307,24,142.40000000000003
13587,64,8,712.4
13588,16,174,2478.949999999998
13589,15,21,379.65000000000003
13590,12,87,1981.9199999999994
13591,65,58,1117.1300000000003
13592,36,16,247.95999999999995
13593,109,128,2037.0800000000008
13594,53,26,396.96999999999997
13596,6,166,697.04
13598,48,40,180.1700000000001
13599,2,247,5153.669999999998
13600,313,19,219.51999999999998
13601,46,99,693.3200000000002
13602,65,23,428.88999999999993
13603,27,27,164.34
13606,30,43,280.53999999999996
13607,41,98,678.0099999999996
13610,13,226,1131.8800000000006
13611,90,74,1171.8000000000002
13614,25,201,1610.460000000001
13615,319,23,417.6900000000001
13617,41,44,544.18
13618,174,13,177.34000000000003
13621,117,19,213.85
13623,31,81,747.7800000000003
13626,253,19,257.22999999999996
13627,60,92,1638.4700000000003
13629,24,59,7792.36
13630,6,71,2031.7800000000002
13631,100,11,3070.42
13632,25,146,2121.27
13634,34,188,1575.1600000000003
13635,68,62,1071.0300000000002
13636,37,63,949.1199999999999
13637,53,101,810.4999999999998
13638,16,8,122.64000000000001
13639,75,40,1033.3400000000001
13642,216,66,354.7999999999999
13643,32,28,519.44
13644,17,146,2624.260000000001
13645,121,5,252.1
13647,10,79,1678.1200000000001
13649,257,23,346.6000000000001
13650,17,96,1836.34
13651,36,6,94.2
13652,46,63,1095.08
13654,44,166,2707.329999999999
13655,115,56,932.9700000000004
13656,165,49,379.65000000000003
13657,11,16,382.13999999999993
13658,10,108,2639.1700000000037
13659,206,104,1573.2000000000007
13662,86,53,897.7600000000001
13663,180,13,189.47
13666,61,12,84.65000000000002
13667,150,87,305.0199999999998
13668,3,470,6363.589999999984
13669,51,9,218.55
13670,76,25,349.70000000000016
13672,302,6,186.39
13673,19,65,396.9199999999999
13675,152,25,486.82000000000005
13678,152,16,232.60000000000005
13680,2,195,3722.4200000000014
13681,18,57,827.83
13682,188,3,59.5
13684,286,30,67.23000000000002
13685,3,39,3119.4400000000014
13686,183,8,72.0
13689,64,6,910.0
13690,60,9,172.25
13692,25,53,1488.3200000000004
13694,4,568,65039.620000000024
13695,32,90,2504.1299999999987
13697,39,12,151.3
13699,156,14,308.58
13700,27,197,2265.119999999999
13703,319,1,99.5
13704,6,134,2308.0599999999986
13705,8,28,711.8600000000001
13706,303,20,330.78999999999996
13707,268,48,806.4100000000004
13708,272,51,296.87999999999994
13709,4,336,6328.050000000004
13710,32,8,180.48000000000002
13711,219,13,252.06000000000003
13712,247,10,228.83999999999997
13715,282,105,1079.3399999999997
13716,270,21,138.28
13717,33,102,1445.0100000000002
13718,247,12,306.55
13719,16,60,1041.68
13720,117,43,799.8999999999999
13721,37,28,524.14
13722,132,85,2375.4100000000008
13723,218,6,199.85000000000002
13725,50,104,1980.5600000000004
13726,39,42,1079.6600000000003
13727,29,20,333.4800000000001
13728,37,63,1016.1399999999999
13730,136,43,752.5999999999998
13731,220,38,610.5899999999999
13732,29,33,491.86
13735,25,196,2885.2399999999975
13736,6,191,731.8999999999999
13737,201,30,339.59999999999997
13739,19,3,216.9
13740,241,23,350.75
13741,72,34,668.43
13742,17,321,3131.020000000001
13743,3,41,1341.5999999999997
13744,96,72,1156.36
13745,163,25,300.03999999999996
13747,374,1,79.6
13748,96,28,948.2499999999998
13750,54,24,1647.2599999999998
13751,289,9,296.24999999999994
13752,125,76,1186.2800000000002
13753,288,35,741.26
13754,152,12,282.6
13755,4,342,2161.3500000000013
13756,3,142,5189.519999999995
13758,12,117,3190.550000000001
13759,34,25,659.41
13760,55,57,286.78999999999996
13761,51,70,1070.65
13762,219,7,306.72
13763,64,15,1714.9599999999998
13764,71,208,1521.7600000000002
13767,3,368,17220.360000000008
13769,3,135,2796.5099999999993
13771,65,119,2634.450000000001
13772,34,177,1132.13
13774,82,22,344.99999999999994
13777,1,197,25977.15999999998
13778,104,9,178.7
13780,8,57,360.01
13781,251,17,127.84000000000002
13782,13,115,911.9999999999992
13784,10,31,2462.7899999999995
13786,368,7,230.4
13787,76,31,309.04
13790,5,45,348.79999999999995
13791,128,11,1516.0
13792,67,13,195.54999999999995
13798,2,349,37153.84999999998
13799,117,39,688.8600000000002
13800,310,33,558.3199999999997
13801,67,23,324.79999999999995
13802,139,60,4599.420000000001
13803,256,17,277.07000000000005
13804,31,137,2635.7900000000004
13805,53,13,924.5999999999999
13806,64,10,256.38
13807,368,7,112.6
13808,6,76,1747.66
13819,302,36,1140.35
13821,145,59,385.64
13822,6,96,632.0000000000001
13823,19,40,957.6600000000001
13824,33,46,1698.9399999999998
13826,177,10,189.5
13827,58,93,412.0499999999998
13828,23,15,209.49000000000004
13831,17,74,2202.99
13832,20,3,52.199999999999996
13833,160,29,384.7999999999999
13835,26,55,834.57
13837,212,19,271.24000000000007
13838,6,174,691.7299999999999
13841,253,1,85.0
13842,59,206,3385.619999999999
13844,12,20,361.62
13845,65,9,312.98
13846,25,55,865.0600000000005
13848,93,5,1255.0
13849,52,101,1537.95
13850,130,93,1595.4799999999996
13851,96,81,2651.46
13853,58,23,1090.14
13854,9,110,8109.5199999999995
13856,169,14,388.5
13858,58,11,216.16999999999996
13859,327,28,201.16
13860,2,76,1245.9000000000003
13862,19,139,2209.360000000001
13863,248,20,305.78000000000003
13865,59,30,501.56
13866,75,7,145.67
13867,32,61,1015.2900000000002
13868,8,33,3192.54
13869,124,307,3104.9500000000035
13870,3,115,2770.9400000000005
13871,23,336,6403.250000000004
13873,120,23,389.6
13874,359,18,540.45
13875,54,104,1786.7900000000004
13876,64,7,122.69999999999999
13877,87,3,117.24000000000001
13878,55,36,1281.53
13880,22,165,3219.7700000000004
13881,4,178,17159.519999999993
13882,3,65,1191.1299999999999
13883,11,142,2674.479999999998
13884,8,59,787.6000000000001
13885,190,28,506.8000000000001
13886,72,16,243.56000000000003
13887,205,19,349.54999999999995
13888,120,40,605.63
13889,93,15,416.9
13890,2,110,1883.8099999999995
13892,27,27,632.97
13893,298,21,821.1
13894,24,27,564.62
13895,29,118,2593.0699999999993
13897,51,17,311.15999999999997
13898,326,12,155.93
13899,17,19,388.52000000000004
13900,184,43,740.9499999999997
13901,73,149,2867.2
13904,38,26,332.63999999999993
13908,80,122,2369.5499999999984
13911,58,148,2580.909999999999
13914,12,33,626.4499999999999
13917,50,18,272.04
13918,50,30,1212.8400000000001
13922,352,7,172.24999999999997
13923,54,20,351.13000000000005
13924,2,117,1838.8500000000001
13925,93,41,678.2499999999999
13926,24,11,223.85000000000002
13927,75,21,348.99
13928,11,27,464.56999999999994
13929,170,9,842.6500000000001
13930,58,17,337.3399999999999
13931,96,58,1237.5300000000002
13932,295,16,307.4
13933,110,23,608.7899999999998
13934,264,31,922.0999999999997
13936,180,26,376.58
13937,170,9,158.85
13938,36,7,71.66
13939,24,45,568.5499999999998
13940,18,49,839.1400000000002
13941,22,45,5112.96
13946,80,11,561.57
13947,66,5,90.6
13948,361,3,101.99999999999999
13949,3,160,2427.3199999999974
13950,12,35,745.0600000000001
13951,177,39,674.4499999999998
13952,218,137,3251.071
13953,8,20,3515.6800000000003
13954,2,25,439.92
13955,155,33,322.96
13956,6,152,1026.4200000000003
13959,80,92,598.1999999999999
13960,22,12,230.22
13962,22,11,169.55
13963,309,35,664.54
13967,146,2,80.7
13969,8,626,9053.940000000002
13971,19,149,2758.26
13972,71,15,190.25000000000009
13973,288,11,264.7
13974,50,28,413.59
13975,32,338,2526.2799999999993
13976,207,10,357.9800000000001
13978,15,15,196.79
13979,74,54,869.8700000000001
13980,61,11,200.14000000000001
13982,40,111,1871.81
13983,30,107,2603.43
13984,27,16,920.5100000000001
13985,5,349,7060.130000000006
13986,18,13,320.46000000000004
13988,20,234,4147.960000000001
13989,66,41,1266.0799999999997
13990,214,16,311.3
13991,13,84,855.9699999999999
13992,31,5,76.8
13993,43,121,3466.36
13994,4,155,2313.140000000001
13995,16,86,1393.6899999999996
13999,11,208,3901.8100000000036
14000,212,15,635.6600000000001
14001,46,39,2043.08
14002,135,47,529.73
14004,44,171,4582.639999999999
14005,10,84,2874.7200000000007
14006,116,30,962.1899999999999
14009,199,42,695.6099999999999
14012,278,11,328.8
14013,111,34,473.02
14014,78,39,505.18000000000006
14015,53,20,917.34
14019,47,66,1421.6100000000004
14020,17,39,642.8000000000001
14021,156,22,631.9000000000001
14022,226,28,440.0
14023,8,31,584.0699999999998
14024,122,16,327.7
14027,61,6,104.82000000000002
14029,64,15,467.65999999999997
14030,19,243,2360.0899999999997
14031,8,250,17286.859999999997
14032,3,143,2975.5900000000006
14034,23,89,651.8200000000002
14035,29,66,1428.0200000000002
14036,285,38,626.6499999999999
14037,177,28,147.20000000000005
14038,79,92,1560.379999999999
14039,34,6,152.2
14040,41,235,3614.9199999999996
14041,267,21,141.41
14044,27,209,652.8199999999993
14045,110,6,1659.75
14046,285,14,154.98999999999998
14047,9,32,1308.61
14048,306,85,409.9299999999999
14049,17,488,5681.719999999997
14050,32,54,746.3600000000001
14051,1,210,15610.389999999989
14052,20,56,225.35999999999993
14053,125,4,260.25
14054,66,6,92.46
14055,107,10,725.6400000000001
14056,2,1106,8214.64999999998
14057,24,284,6217.960000000002
14059,267,8,183.59999999999997
14060,5,202,6140.419999999998
14062,10,111,10464.85
14064,30,80,1353.7400000000002
14066,267,7,152.55
14067,64,52,374.69999999999993
14068,321,24,265.85
14071,4,324,1438.820000000003
14073,33,13,151.04
14075,5,43,942.2599999999998
14076,130,46,122.46999999999997
14077,41,42,499.41999999999996
14078,102,65,1049.3700000000003
14079,125,12,375.09999999999997
14080,33,4,45.599999999999994
14081,303,153,934.5200000000001
14082,365,29,182.24999999999997
14083,5,181,1018.4299999999998
14085,3,450,4448.539999999997
14087,3,69,194.42
14088,11,589,50491.81
14089,57,14,161.0
14090,325,1,76.32000000000001
14092,8,214,4076.910000000003
14093,13,105,442.8499999999999
14096,5,5111,65164.78999999966
14098,37,21,147.34999999999997
14099,17,250,3104.1700000000005
14100,138,26,194.9
14101,74,35,5976.79
14102,6,79,1360.2800000000002
14104,155,21,216.20999999999998
14105,240,74,1266.2300000000002
14107,52,123,2703.23
14108,31,34,597.9100000000001
14109,73,9,144.2
14110,4,155,5683.149999999999
14111,15,10,692.85
14112,23,160,2915.1499999999974
14113,4,34,1840.4200000000005
14114,274,15,386.53
14116,20,72,1382.7400000000002
14117,144,3,90.0
14121,4,159,2780.1499999999996
14124,85,5,419.58000000000004
14125,11,167,2740.4300000000017
14126,8,15,706.1300000000001
14127,123,44,709.7099999999996
14128,61,46,637.5000000000001
14129,2,52,1123.86
14130,320,67,483.85999999999996
14132,3,200,3586.030000000001
14133,130,28,605.6399999999999
14135,2,134,4690.31
14138,2,47,982.3800000000005
14139,47,26,415.81999999999994
14140,4,66,935.0499999999996
14141,3,40,915.1300000000002
14142,374,22,311.81000000000006
14143,134,7,115.8
14145,47,11,3742.2
14146,9,210,4190.999999999999
14147,79,5,483.4
14148,234,3,157.2
14149,221,28,446.62000000000006
14150,36,26,658.6400000000001
14152,76,49,621.2900000000002
14154,240,52,1345.6200000000003
14155,267,6,118.75
14157,20,48,432.88000000000017
14158,41,41,507.66000000000014
14159,20,1204,4693.00999999999
14161,216,108,1110.52
14162,174,25,289.36000000000007
14163,88,52,2445.9100000000008
14164,71,29,1631.7700000000002
14165,276,25,122.53999999999999
14167,40,52,574.8399999999999
14171,99,58,363.78999999999996
14173,11,29,450.84000000000003
14174,34,26,134.46
14175,60,149,3222.3000000000006
14176,298,31,576.9
14177,87,42,559.4100000000001
14178,9,327,1620.93
14179,41,165,719.7799999999997
14180,11,240,4748.519999999998
14184,67,24,452.89
14185,332,3,197.65
14188,31,65,2054.3599999999997
14189,3,265,4654.079999999998
14191,2,259,4684.760000000001
14193,68,42,853.3900000000001
14194,5,579,11349.519999999986
14195,202,7,1011.9999999999998
14196,107,6,335.52
14198,19,39,701.3999999999999
14199,219,2,185.39999999999998
14201,61,37,747.4399999999999
14204,3,44,161.02999999999997
14205,17,24,466.70000000000005
14206,240,20,328.1599999999999
14208,95,10,151.73999999999998
14209,11,87,2073.4300000000003
14210,106,102,1905.8400000000001
14211,54,112,2241.1000000000004
14212,90,9,1070.48
14214,31,67,1004.3799999999997
14215,12,108,1789.7200000000005
14216,4,59,1839.3
14217,2,100,2004.9800000000002
14218,43,12,169.48000000000002
14219,5,7,89.94
14220,248,21,632.4
14221,43,193,3432.7999999999993
14222,178,41,683.17
14223,93,60,991.13
14224,111,118,1050.1200000000001
14226,29,67,2232.19
14227,27,175,3350.9600000000014
14229,52,40,1547.2
14231,184,50,925.71
14232,43,115,2048.0700000000006
14233,50,35,1462.7200000000007
14234,23,159,775.4600000000004
